Count,Index,DialogID,Dialog,Agreed emotion (2/3 vote),Worker 1 answer,Worker 2 answer,Worker 3 answer
9460,0.9-3018781,8145642,I didn 't know Marissa was coming .,Surprised,Surprised,Afraid,Surprised
9461,0.8-7563,7528522,"Dad . Have you heard what those people are saying about the wolves ?
I don 't think they come this far inland , Kester . They 're coming to get us . Prowling in from the coast . My wife saw them and all . Howling all night they were .",Terrified,Terrified,Afraid,Terrified
9462,0.9-2998602,8091348,You 're my best friend . I trust you won 't let me face danger alone .,Trusting,Trusting,Faithful,Trusting
9463,0.9-2965351,8000950,"What was that ? ! I have this habit of kissing unappealing people ...
Yeah , me too .",Agreeing,Agreeing,Acknowledging,Agreeing
9464,0.9-2940390,7933855,That was a great idea .,Acknowledging,Acknowledging,Neutral,Acknowledging
9465,0.9-2981216,8044389,"Oh , and I hope you have fun telling the security guards what you 're doing here .",Encouraging,Encouraging,Encouraging,Encouraging
9466,0.8-6998,6960180,"Good-bye , Helen . Good luck . Good-bye , Jase . I know everything 's gonna be all right for both of us .
I hope so . No regrets .",Hopeful,Hopeful,Hopeful,Hopeful
9467,0.9-3051303,8236235,"no one gets even in this deal .
Dana , I profoundly regret that- Are you apologizing ?",Questioning,Questioning,Ashamed,Questioning
9468,0.9-3081084,8319012,"Knud ... Would you take me home ?
Another time , maybe .",Questioning,Suggesting,Questioning,Questioning
9469,0.9-2875411,7759987,"Fujiko , what are you doing in a place like this ?",Questioning,Questioning,Questioning,Questioning
9470,0.9-3007334,8113761,"Congratulations , Shekhar .",Wishing,Wishing,Acknowledging,Wishing
9471,0.9-2979340,8039080,him but he was evading them .,Neutral,Neutral,Neutral,Acknowledging
9472,0.8-8023,7956180,"They set you up once too ?
Yeah ... And you did nothing ?
I just couldn 't . Besides , I was scared .",Afraid,Afraid,Afraid,Terrified
9473,0.7-464,622516,Holy fuck !,Angry,Angry,Angry,Angry
9474,0.8-6757,6725430,"Those people , they make so much noise .",Annoyed,Annoyed,Annoyed,Furious
9475,0.9-3036400,8195186,"Pull the trigger !
I 'm waiting !",Anticipating,Anticipating,Anticipating,Anticipating
9476,0.7-5726,7882065,"Your friend 's quite intriguing ! And I think very handsome .
Wait until you see him without his mask !
I can hardly wait till we unmask at midnight .",Anxious,Anxious,Anxious,Anxious
9477,0.9-3057753,8253397,"Oh hi Mr. Fargus . Have you seen my father around .
Well , I 'm not sure if he 's coming today .",Apprehensive,Apprehensive,Apprehensive,Apprehensive
9478,0.9-3020707,8151067,"Nice bat . Not real fair , sneakin ' up on a man .
My son told me what you did . I 'm here to tell you I 'm embarassed .",Embarrassed,Embarrassed,Embarrassed,Embarrassed
9479,0.9-2959866,7987112,"Val ?
We 're here for the kids .",Caring,Caring,Caring,Caring
9480,0.9-3066406,8277299,"Good Father , have you come ... to make merit for Kem on the anniversary of his death ?
I 've already done it .",Confident,Prepared,Confident,Confident
9481,0.9-3080630,8317787,I slept well .,Content,Content,Content,Content
9482,0.9-2955446,7975035,"I was so upset . Completely blinded . I don 't want to think about what would 've happened if ... It was like ... Like Tom was sent . To protect me from evil . But the idea that Anton fucked that purser .
I don 't know anymore . It 's such a mess .
I completely lost it . I can 't see any hope .
I 'm completely ruined .",Devastated,Devastated,Devastated,Devastated
9483,0.8-7613,7580952,"I 'm disappointed in you , Stosh . I thought we understood each other .",Disappointed,Disappointed,Disappointed,Disappointed
9484,0.9-3011318,8124795,My god ! How disgusting .,Disgusted,Disgusted,Disgusted,Angry
9485,0.9-2998960,8092351,"Hello , Mrs Smeeton . Not Smeeton any more , Inspector .
No . Mr Maybury , I wonder if you 'd mind looking at something for me .
This . My glasses are in the ...",Annoyed,Annoyed,Annoyed,Embarrassed
9486,0.8-6316,6275736,"Oh , hey . Let me get a number one Happy Meal .
Cooler ... Can I help you ?
Yeah , I 'm here to see Tilly .",Excited,Excited,Anticipating,Excited
9487,0.9-3075163,8302173,"I was scared you weren 't coming . Why ?
I always keep my word ...",Trusting,Trusting,Trusting,Trusting
9488,0.6-497,5275508,"You think this is a joke ? Can 't you see whats going on ?
All because of you , my fucking life ... You should 've never met me .",Furious,Furious,Furious,Furious
9489,0.9-3053057,8240929,Thank God . You are back .,Grateful,Grateful,Grateful,Grateful
9490,0.9-2987512,8061233,I didn 't tell him anything .,Ashamed,Ashamed,Ashamed,Faithful
9491,0.9-3018356,8144474,Your application for a trainee position .,Hopeful,Hopeful,Confident,Hopeful
9492,0.9-3061772,8264004,"He has _ o ' Jacks ' and one ' Ace' How do you know ?
Look at his spectacles What a brainy guy you are !",Impressed,Impressed,Impressed,Acknowledging
9493,0.9-3039893,8204894,"Who breaks into a jewellery store and leaves the jewels ?
Somebody not looking forjewellery . This guy had a serious crush on his cat .",Caring,Jealous,Caring,Caring
9494,0.9-3003647,8104119,"You were right , Doug . Mischief is fun . We 're the best pals since the Snorks .
I am having a really great time .",-,Content,Joyful,Excited
9495,0.9-2977167,8033434,"Any sign of anyone else being up there ?
Far as we can tell , he was all alone .",Lonely,Lonely,Lonely,Lonely
9496,0.9-2984131,8052441,"When did you get back ?
just now , on the bullet train . That music from the Gion festival sure brings back memories .",Nostalgic,Nostalgic,Sentimental,Nostalgic
9497,0.9-2990704,8070152,"You called for me ?
We 'll return to Yangzhou at daybreak . Be ready .",Anticipating,Prepared,Anticipating,Anticipating
9498,0.9-3007600,8114543,"The subtle hues of lit glass ... How beautiful .
I made it .",-,Joyful,Confident,Proud
9499,0.8-8060,8005995,"Where 's her mother ?
She died ... a couple of years ago .",Sad,Sad,Devastated,Sad
9500,0.9-3053591,8242226,"It 'll be nice to have a new place .
I 've got so much junk to get rid of .",Nostalgic,Nostalgic,Nostalgic,Nostalgic
9501,0.9-3020826,8151355,"Mrs. NatoIIy ?
Your husband called us .",Surprised,Surprised,Devastated,Surprised
9502,0.8-7592,7558855,"Latte , please .
Didn 't I see your picture in the paper today ?
There was a big bird chasing you around a little couch .",-,Terrified,Afraid,Surprised
9503,0.9-3009482,8119954,"Could you please ... keep this safe for her ?
I guess she won 't need these tickets .
You can rely on me , doctor .",Trusting,Trusting,Faithful,Trusting
9504,0.9-2973268,8022856,"Cookie ?
Yes , I do the same what you will .",Agreeing,Agreeing,Neutral,Agreeing
9505,0.9-2946471,7949919,It 's an awesome song !,Acknowledging,Acknowledging,Joyful,Acknowledging
9506,0.9-2985278,8055275,I hope you like it .,Encouraging,Encouraging,Consoling,Encouraging
9507,0.8-7023,6985381,"There is ... This should open by lightning .
Well , I hope you are not watching us with plutonic eyes .",Encouraging,Consoling,Encouraging,Encouraging
9508,0.9-3059007,8256401,"Sissel ?
Sorry , I thought you were someone else .",Embarrassed,Embarrassed,Embarrassed,Embarrassed
9509,0.9-3103058,8381117,"Do you have Mrs Park 's class book ?
No , but perhaps Mr Kim knows where it is .",-,Questioning,Consoling,Suggesting
9510,0.9-2888878,7796350,Are you sure it was intentional ?,Questioning,Questioning,Suggesting,Questioning
9511,0.9-3018464,8144771,"I have been asked to deliver a greeting on behalf of someone who unfortunately could not be here today .
See you soon ! Yours always , ÃƒÂ ... ke Larstam .",Acknowledging,Wishing,Acknowledging,Acknowledging
9512,0.9-3004381,8105897,"You have used one of these before ?
Yeah , but not to cut wood .",Agreeing,Neutral,Agreeing,Agreeing
9513,0.8-8029,7968120,"What 's the matter ? He gonna hit you with his hankie ?
I thought that he had a weapon .",Afraid,Terrified,Afraid,Afraid
9514,0.7-554,759449,"By the way , where has Slobber gone ?
He went down there chasing a girl .
Fucking asshole !",Furious,Furious,Furious,Angry
9515,0.8-6823,6796057,"Crap !
I can not concentrate that noise .",Annoyed,Annoyed,Annoyed,Annoyed
9516,0.9-3046516,8222938,"What are you doin ' ?
Waiting for Mike and Debi to come over to return our mail . They should be here any minute .",Anticipating,Anticipating,Anticipating,Anticipating
9517,0.7-5753,7933815,"Ah ! Just the people I want to see .
Good morning , Geoffrey . How are you ?
Oh , not so bad just lately . Now , did Bridget mention to you next Saturday lunch time we 're having a little do for the opening of our new heated pool . If you 'd like to come along , both of you , for a bit of a splash-about .
Sounds like fun .
We were actually wondering , Gil , if you might do the honours for us and cut the ribbon ? Being a local celebrity .
Ah , well , if you want to scare everyone away . I don 't know .
Course he will . Just give him the scissors .
And if you could make a little speech of some sort ?
Something a bit hilarious , you know , people around here would appreciate . The thing is , Geoffrey , standing in front of a crowd of people , I get very nervous .",Apprehensive,Anxious,Apprehensive,Apprehensive
9518,0.9-3064417,8271800,"Okay , but will you let me convince you ?
I don 't know if it 's a good idea .",Apprehensive,Apprehensive,Apprehensive,Apprehensive
9519,0.9-3033799,8188042,"I have nothing .
I 'm a failure !",Ashamed,Ashamed,Guilty,Ashamed
9520,0.9-2975741,8029340,"Did Dunya call you ?
I came here to pick up her daughter .",Caring,Caring,Caring,Caring
9521,0.9-3086882,8335079,"Do you think that we 're friends ?
I 'll prove it to you .",Confident,Confident,Prepared,Confident
9522,0.9-3095388,8359598,"Do you believe in God ?
No , but I enjoy the tranquility here .",Content,Content,Content,Content
9523,0.9-2961197,7990254,"All my ill luck , I found and lost my mother .",Devastated,Devastated,Devastated,Sad
9524,0.8-7860,7810021,You let me down .,Disappointed,Disappointed,Disappointed,Disappointed
9525,0.9-3011743,8125935,This cigar 's disgusting !,Disgusted,Disgusted,Disgusted,Disgusted
9526,0.9-3005102,8107930,"You 're meant to look like a sexy showgirl , not a circus clown !
It 's too weird . The first time ever I slip , and it 's when she 's watching me .",Ashamed,Embarrassed,Ashamed,Ashamed
9527,0.8-6327,6283925,"Um , something happened today ... I have some great news .
Good . Steve got tickets to the Comic-Con .
Mm , yay . So we can finally go .",Anticipating,Anticipating,Excited,Anticipating
9528,0.9-3083411,8325407,I 've got one principle in life : be faithful to my own emotions Whadya say ?,Hopeful,Hopeful,Faithful,Hopeful
9529,0.6-507,5425488,"Even your teaching was ruined , just because of me . I 'm really going to get so angry with myself if you lose it all because we forced this .",Angry,Angry,Angry,Devastated
9530,0.9-3058522,8255232,I really appreciate you doing this for me .,-,Acknowledging,Grateful,Sympathizing
9531,0.9-2999230,8093186,I didn 't kill Stacy .,Guilty,Guilty,Guilty,Faithful
9532,0.9-3030163,8177705,"So what does that mean ?
We came up here to sunbathe ?
Give me a chance .",Suggesting,Suggesting,Suggesting,Suggesting
9533,0.9-3063557,8269146,"Did you buy that flower ?
No . I thought you bought it .
Was Dae-jin always a good cook ?
The way he cuts vegetables is amazing .",-,Disgusted,Impressed,Proud
9534,0.9-3095468,8359815,You look like you 'd really rather be out there dancing with him .,-,Jealous,Acknowledging,Agreeing
9535,0.9-3004960,8107615,"Yesterday you introduced me like we were a wedded couple .
I 'm so happy .",Proud,Proud,Excited,Proud
9536,0.9-2979359,8039156,Today is my lonely birthday .,Lonely,Lonely,Lonely,Sad
9537,0.9-3030724,8179250,"Please take me to Pao Chao Alley Where is it ?
Go to Ma Kai Restaurant next to the old building OK",Sentimental,Sentimental,Apprehensive,Sentimental
9538,0.9-3017588,8142151,"Shall we continue east , sir ?
No Darks coming
Well setup camp here Waitfor firstlight",Prepared,Prepared,Prepared,Encouraging
9539,0.9-3013325,8130077,"I 've been going over your service record . It 's very impressive .
Graduated top of your class , Air Force Academy . Highly decorated for your service in Desert Storm including Air Force Silver Star .",Impressed,Impressed,Impressed,Joyful
9540,0.8-8100,8052361,"Where is my husband ?
He went down just now . He never stays put in a place .",Lonely,Sentimental,Lonely,Lonely
9541,0.9-3059047,8256516,These are my mother 's favorite boots . She saved forever to buy them .,Sentimental,Sentimental,Sentimental,Sentimental
9542,0.9-3036301,8194932,"Hey , you okay ? What the hell happened here ?
My dad showed up .",Surprised,Surprised,Surprised,Excited
9543,0.8-7609,7576505,"Dad , what should I do ?
I love him so much it 's frightening .",Apprehensive,Apprehensive,Afraid,Apprehensive
9544,0.9-3052068,8238273,"Luck is not for sale , but you have to cherish it .
Mister van Rijn ?
My mother taught me never to accept something from strangers . One should always respect mother 's wisdom ...",Faithful,Trusting,Faithful,Faithful
9545,0.9-2978258,8036213,I know you 're there .,-,Acknowledging,Neutral (Other),Agreeing
9546,0.9-2966255,8003369,He doesn 't look that scary .,Acknowledging,Acknowledging,Acknowledging,Afraid
9547,0.9-3008783,8118125,"Hello . Do not get one more scratch on my car , or I will slit your throat .
See , that 's our problem , sweetie . You care about this car more than you do us .
And how 'd you even know there was a scratch on this baby ?
Because I am watching you on TV , as is the whole country . Once again , you are proving to everyone what a worthless piece of shit you are .
Well , I hope they like this .",-,"hopeful, wishing (Other)",Consoling,Encouraging
9548,0.8-7153,7106449,"May I see Dominique , please ?
You 're here already ... This is not a bad moment , I hope .",-,Acknowledging,Consoling,Encouraging
9549,0.9-3077750,8309976,"Doctor Daniels ?
I am sorry to drop in without an appointment , but there is something on my mind .",Sympathizing,Sympathizing,Neutral (Other),Sympathizing
9550,0.9-3112590,8409745,Maybe you 're right .,Suggesting,Agreeing,Suggesting,Suggesting
9551,0.9-2894447,7811806,"My God , you don 't mean to really hang us up there ?",Questioning,Questioning,Surprised,Questioning
9552,0.9-3048360,8228690,"Hello , Liberator !",-,acknowledging (Other),Neutral (Other),Wishing
9553,0.9-3008330,8116950,"That 's none of your business , you were too young to understand .",-,annoyed (Other),Neutral,Agreeing
9554,0.8-8046,7990987,I thought they might be sick .,Afraid,Afraid,Apprehensive,Afraid
9555,0.7-883,1254515,"Oh , look ... it 's the Kardashians .
Fucking piece of shit !",-,Furious,Disgusted,Angry
9556,0.8-7170,7124874,It 's so noisy !,Annoyed,Annoyed,Annoyed,Angry
9557,0.9-3046974,8224409,"I know exactly what you and Debra are planning .
What- - how do you know- - anything ?
Believe me , I would rather not know . But when you talk in your room , it carries through the whole house . Especially when your mother stands on the dresser so she can listen through the vent .
Oh my God ! Mom- - you two have to leave , okay ? Debra and I would like to be alone .
Oh , hello , Raymond .
Hello , Raymond . Father Hubley , come in .
Thanks for the ride , Robert .
I 've been looking forward to this lasagna all day !",-,Excited,Anticipating,Joyful
9558,0.7-5775,7958127,"Comedy in a bloodbath ! Nice going !
I hope we don 't get hurt in the end !
The King was amused , so what 's the worry ?
Yeah , but he can be so cruel !
It makes me nervous !",-,Acknowledging,Anxious,Apprehensive
9559,0.9-3074014,8298731,"So this mole was on the left side
I wasn 't sure",Apprehensive,Apprehensive,Apprehensive,Anxious
9560,0.9-3048987,8230233,I made myself fail . I exhibited unprofessional behavior .,Ashamed,Guilty,Ashamed,Ashamed
9561,0.9-3012148,8127094,"The things I do for my patients . She 's crying , man . But on scientific grounds .",Confident,Confident,Caring,Confident
9562,0.9-3088401,8339259,"Need some help ?
I can do it .",-,Hopeful,Confident,Proud
9563,0.9-3095438,8359741,"Do you believe in God ?
No , but I enjoy the tranquility here .",-,Neutral,Content,Joyful
9564,0.9-3005225,8108289,"He just came to mind . Should I have named Cumhur instead ?
Why 'd you have to say anything ? The trial wouldn 't start !
I don 't care. lf you hadn 't come to me there 'd be no trial in the first place . You screwed me , Ibrahim . Why should I do that ?
We have nothing to do with this. I 'm screwed , my military service blown .",Devastated,Devastated,Devastated,Sad
9565,0.8-7895,7844435,"We 've met every train for two days .
You didn 't bring Helen . I was hoping you would .",Hopeful,Sad,Hopeful,Hopeful
9566,0.9-3032480,8184431,"You 're nothing but Jew-Bastards , and do anything to save your Skin .
Realy disgusting .",Disgusted,Disgusted,Disgusted,Angry
9567,0.9-3015171,8135196,I hope you slept well . I 'm mortified to say I did .,Embarrassed,Ashamed,Embarrassed,Embarrassed
9568,0.8-6408,6360887,"We are getting near a village Yes
Oome on !",Anticipating,Anticipating,Excited,Anticipating
9569,0.9-3088415,8339300,I 'll always be with you .,Devastated,Devastated,Sentimental,Devastated
9570,0.6-518,5512440,Look at what the BITCH did to my shirt .,Furious,Furious,Furious,Angry
9571,0.9-3077409,8309132,"Power is restored to the Earth once more .
It 's a good thing I exist !",Grateful,proud (Other),Grateful,Grateful
9572,0.9-3005708,8109469,I didn 't do it . This was the weapon used for the second victim in Edoga wa .,-,"defensive, suggesting (Other)",Ashamed,Guilty
9573,0.9-3055754,8248077,"Is it not okay ?
Ultraman Cosmos
Just like Doigaki says
You can 't save Koriwakan ?
If we can make that miracle appear again",Hopeful,Hopeful,Hopeful,Hopeful
9574,0.9-3074077,8298826,"And Joe made this ?
I saw him make it in his own workshop .",Impressed,Impressed,Impressed,Impressed
9575,0.9-3098321,8368121,"Infinite cuteness ! Big , Dan , Beam . I think they look cuter in person .",-,impressed (Other),Confident,Jealous
9576,0.9-3008365,8117025,"See how they took our song and translated it into Arabic ?
Anna .
Why are you sitting in here ?
Come outside . We 're having a barbecue . You have to be a little happy .",Joyful,Joyful,Joyful,Joyful
9577,0.9-2987922,8062188,"It takes a sheer genius to mix root beer .
So there I was , killing time all by my lonesome when opportunity knocked .",Lonely,proud (Other),Lonely,Lonely
9578,0.9-3056198,8249214,"My son tells me you also like pulling the trigger .
Yes . I used to come here as a child .",Nostalgic,Nostalgic,Sentimental,Nostalgic
9579,0.9-3018189,8143747,"And pay another 100 bucks ?
My documents are in order .",Prepared,Prepared,Prepared,Prepared
9580,0.9-3024022,8160943,I finally became the person I always wanted to be .,Proud,Proud,Proud,Proud
9581,0.8-8142,8096002,"Child , what is up with captain hero ?
Lately he 's been an emotional wreck .",Sad,Sad,Sad,Devastated
9582,0.9-3063883,8270110,"I just got it back from the Martinizing . They do a nice job over there .
Say hi to Dad for me . I put allegra 's graduation picture in a frame for him .",Sentimental,Sentimental,Proud,Sentimental
9583,0.9-3037957,8199575,Surprised To Be Dead,Surprised,Surprised,Surprised,Surprised
9584,0.8-7667,7624637,"To study this phenomenon , she measures what happens when bioluminescent animals drift into this screen . She must shut down her own floodlights and use special cameras to see how they respond .
The pitch blackness of deep water suddenly explodes in a fiery light show",Terrified,Terrified,Apprehensive,Terrified
9585,0.9-3075471,8303112,I 'll let you spend time alone with him .,Trusting,Caring,Trusting,Trusting
9586,0.9-2996981,8087113,I know what people are like in the valley .,Agreeing,Agreeing,Agreeing,Agreeing
9587,0.9-2992863,8075640,"Listen , we 're going to be here for quite a while longer . Why don 't you simply accept the situation ?
It would make things much easier on everyone .",Encouraging,Encouraging,Encouraging,Acknowledging
9588,0.9-3063327,8268298,"I really hope this works , Jessica .",-,Encouraging,Acknowledging,Consoling
9589,0.8-7259,7224072,"What an unexpected visitor .
This is a surprise !
I hope you 're not here to fight us again .",Hopeful,Hopeful,Hopeful,Encouraging
9590,0.9-3083362,8325292,"Are these an example of your skill ?
I 'm really sorry to disappoint you , Lieutenant .",-,Sympathizing,Caring,Lonely
9591,0.9-3119550,8429403,Maybe we both just needed something at the same time .,Suggesting,Suggesting,Suggesting,Apprehensive
9592,0.9-2895966,7816187,"Colin , can you wait for me in the car ?",Suggesting,Suggesting,Questioning,Suggesting
9593,0.9-3053045,8240889,"Can I offer you a drink ?
Hello , beauty .",Acknowledging,Acknowledging,Acknowledging,Sympathizing
9594,0.9-3027632,8170680,But there were two .,Neutral,Neutral,Neutral,Nostalgic
9595,0.8-8167,8123603,"Still dead , I 'm afraid .
How could you see anything ?
I have exceptional night vision . I spend a lot of time in the dark .",-,confident (Other),Afraid,Terrified
9596,0.7-1336,1831767,"The two of us have something in common .
Fuck you , asshole !",Furious,Furious,Angry,Furious
9597,0.8-7442,7402944,"I said not to yell !
Daniel has a fever .
These kids get on my nerves !",Angry,Furious,Angry,Angry
9598,0.9-3069832,8287260,"When I was a little girl in Oklahoma , I would wait every week for Newsweek and Life Magazine ... to plop into the mailbox .",Anticipating,Anticipating,Anticipating,Excited
9599,0.7-5777,7958307,"Comedy in a bloodbath ! Nice going !
I hope we don 't get hurt in the end !
The King was amused , so what 's the worry ?
Yeah , but he can be so cruel !
It makes me nervous !",Anxious,Anxious,Anxious,Apprehensive
9600,0.9-3095167,8358955,It felt more like leaning against the electric fence .,-,Anxious,Apprehensive,Afraid
9601,0.9-3058912,8256153,"You steal these from a chemist 's ?
It 's me . Tincture of iodine .
You speak English ? Sort of .
No , not really , not well .
Badly . Act as if not at all .",Guilty,Embarrassed,Guilty,Guilty
9602,0.9-3051596,8236928,I was trying to help this cat .,Caring,Caring,Caring,Caring
9603,0.9-3100544,8374517,Push those two at the same time . I can crack big nuts with my butt muscles .,Confident,Confident,Confident,Proud
9604,0.9-3095809,8360852,"So ... What do you feel like doing ?
Hanging out 's fine .",Content,Content,Joyful,Content
9605,0.9-3006920,8112615,"Jim was a very great friend , Inspector Hayes . I had known him longer than anyone else here . It 's really such a shock , him dying like this . I can 't tell you . And so soon after my husband met a violent end . It 's really almost too much to bear .",Sad,Devastated,Sad,Sad
9606,0.8-7909,7852597,"Venice must be lovely in the spring .
I do envy Mathilda .
We haven 't had a vacation in 2 years . I kept promising her . Mathilda finally put her foot down .",-,Sad,Disappointed,Devastated
9607,0.9-3040980,8207917,"Got stuck ?
I have an arresting face .
Like a heap of cow dung !",-,Disgusted,Ashamed,Annoyed
9608,0.9-3047695,8226439,"You guys don 't have to keep living together to be charmed .
Not anymore . The Source is dead , Leo can orb you back at a moment 's notice . So can Paige , for that matter . If we don 't do it now , then when ?
Piper will kill me . The manor 's too crowded .
There 's not enough room . Hell , there 's not enough electricity . Or privacy . You just enjoy your peace here today . We 'll talk more tonight at the party .
Oh , no , the party . I totally forgot . I didn 't bring anything to wear .",Embarrassed,Embarrassed,Embarrassed,Ashamed
9609,0.8-6706,6668352,"I 've never laughed so much in my life . It was just like a regular washing day at the finish . Our things took forever to dry , too .
I 'm going away .",Anticipating,Anticipating,Anticipating,Anticipating
9610,0.9-3091641,8348008,"Noy , leave me if necessary .
Tell my wife that ... I fought for the country not for these queers .",-,Proud,Faithful,Sentimental
9611,0.6-544,5819275,"Stankowski !
That little dude stole my weed .",-,Furious,Angry,Annoyed
9612,0.9-3078152,8310945,"Why socialism ?
I shall keep my answer rather brief .
Thank God for small mercies !",Grateful,Grateful,Joyful,Grateful
9613,0.9-3092977,8352469,"What 's with those clothes ? Did you buy them ?
I took them .",-,Guilty,Ashamed,Trusting
9614,0.9-3071900,8292737,"Someday , there will be peace in this country . Come back to me then .",Consoling,Hopeful,Consoling,Consoling
9615,0.9-3089955,8343596,"If there 's anything you need , please do let me know
You have a beautiful hotel I can see in everything that it 's being managed nicely",Impressed,Impressed,Impressed,Proud
9616,0.9-3098663,8369423,"She 's growing up to be just like her mother !
Ajju bhaiyya got married early like you . And he stands to gain",Proud,Proud,Proud,Proud
9617,0.9-3031586,8181823,Rolling ! Father Christmas has been !,Joyful,Joyful,Joyful,Excited
9618,0.9-2989724,8067254,"Can you see us ?
No . Feel like I 'm the only one in here .",-,Afraid,Lonely,Sentimental
9619,0.9-3073297,8296642,"I could move you into a beautiful new home . Mine . Sign here , kiss me here , initial there . What the ... ?
You 're listening to Radio Disney . The songs you love rewritten for babies .",-,Joyful,Nostalgic,Sentimental
9620,0.9-3031646,8182196,"We don 't want to be late
I 'm ready . And that 's my little girl .",Prepared,Anxious,Prepared,Prepared
9621,0.9-3026255,8166903,"What if Asim and Chedo wake up ? They 'll pretend to be asleep .
Sorry , it 's not that I don 't like you. but for the life of me I can 't under the circumstances .
You see . I graduated at the top of my class and .",Proud,Proud,Proud,Proud
9622,0.8-8258,8208581,"Here you go . Thank you very much .
More ? I know . Just a couple more boxes .
Thanks for letting me live with you , Mr. Sullivan . It really , really means a lot . You 're welcome . In honor of the day , I 'm gonna make dinner .
Oh , hey , don 't put yourself out . Mi casa es su casserole .
So how you feeling ? Excited and terrified at the same time if that makes any sense .
Well , it is a big change .
Huge , and not just for me . Even though she agreed to it Nell was kind of upset that I decided to stay in Smallville .
It 's not easy when someone you love moves away .",Sad,Sad,Sad,Sad
9623,0.9-3063924,8270328,"Can you do something for me ?
I just ... I want to remember you .",Sentimental,Sad,Sentimental,Sentimental
9624,0.9-3096483,8362684,"Get out . She said to leave .
What a coincidence ! It 's the Hong Kong girl .",Surprised,Excited,Surprised,Surprised
9625,0.8-7737,7694678,"Shall we go for a swim ?
Maria can 't swim , she 's terrified of water . I was tossed in the river and that was the end of all fear !",Afraid,Afraid,Afraid,Afraid
9626,0.9-3088511,8339529,"I trusted the wrong man . Take us to him , and he better be alive !",Trusting,Apprehensive,Trusting,Trusting
9627,0.9-3000037,8095355,I 'm a millionaire too .,Agreeing,Agreeing,Confident,Agreeing
9628,0.9-3016556,8139149,"Oh , that is good shit .",-,Agreeing,Acknowledging,Neutral
9629,0.9-3080492,8317414,"This is a new song that I wrote . So , it 's kind of personal .
I hope you guys like it .",Encouraging,Consoling,Encouraging,Encouraging
9630,0.8-7313,7280214,"Admit it . You just didn 't trust that jury .
I wanted closure . This case is an open wound . Two good people doing the wrong thing for the right reasons .
Well , I hope this wasn 't another one of those times .",-,Consoling,Neutral,Encouraging
9631,0.9-3086230,8333313,"what are you doing here ?
I 'm sorry for letting myself in .",Embarrassed,Embarrassed,Embarrassed,Guilty
9632,0.9-3128878,8454527,"Eva ?
Maybe it 's not the best time but I 'd like you to see something .",Suggesting,Suggesting,Suggesting,Suggesting
9633,0.9-2898595,7823302,"Hey , what are you trying to do ?",Questioning,Questioning,Questioning,Suggesting
9634,0.9-3067527,8280352,"Stacey , what do you think ?
I have a perfect definition : bad luck .",Sympathizing,Sympathizing,Consoling,Sympathizing
9635,0.9-3068850,8284210,"Do not like Naku food ?
It 's different , but good .",-,Content,Surprised,Neutral
9636,0.8-8196,8146715,I 'm afraid Cornstable Pryor 's rnot hnere at thne momernt,-,Apprehensive,Afraid,Terrified
9637,0.7-1540,2134740,"Bastard . What the hell is he thinking ?
Shut up , asshole !",Furious,Angry,Furious,Furious
9638,0.8-7633,7598431,His teeth are chattering .,Afraid,Afraid,Afraid,Annoyed
9639,0.9-3079711,8315308,I look forward to ...,Anticipating,Anticipating,Anticipating,Hopeful
9640,0.7-5809,7992205,"You look fantastic , Ria .
I 'm so nervous .",Anxious,Anxious,Anxious,Afraid
9641,0.9-3105378,8387889,"Hand me that screwdriver and tape . We 'll end it now .
I thought about what you have said , but I am worried .",Anxious,Anxious,Anxious,Apprehensive
9642,0.9-3064965,8273588,"Gosh . I didn 't pray watching the shooting star .
Oh my gosh . Good grief . What a fool I am . A fool . Granny , mom , dad , and I. Let four of us live together having fun and enjoying each other 's company .",Embarrassed,Embarrassed,Embarrassed,Embarrassed
9643,0.9-3094979,8358263,"LORNA ?
TAKE CARE OF HIM .",Caring,Caring,Caring,Hopeful
9644,0.9-3125181,8444654,"You have nothing to worry about .
You mean I 'm gonna get the job ?",-,Questioning,Hopeful,Confident
9645,0.9-3100806,8375502,"are you ok ?
I am fine go",Content,Content,Content,Grateful
9646,0.9-3010548,8122989,"well , red convinced fenton to give us the apartment .
Yeah , and red seemed so happy . All the way home , he just kept looking at us and laughing .
Yeah , I 'm pretty sure that red told fenton that we knew a lot of chicks . 'Cause fenton kept checking me out , like he could tell that I knew a lot of chicks .
Eric , I can 't believe that you crippled my angel , my pride and joy . It kills me seeing her like this .",Devastated,Devastated,Angry,Devastated
9647,0.8-7912,7853134,"I forgot .
Pity you won 't be there .",Disappointed,Disappointed,Lonely,Disappointed
9648,0.9-3047178,8225011,"What was that for ?
They looked dirty . I saw a bug in them or something .",Disgusted,Disgusted,Afraid,Disgusted
9649,0.9-3059958,8258881,I couldn 't wear me pajamas last night ... laid there stark naked .,Ashamed,Ashamed,Ashamed,Embarrassed
9650,0.8-6707,6668642,"Well , the driver ain 't here .
What do you want to do now ?
Timber ! Whoo !",Excited,Joyful,Excited,Excited
9651,0.9-3096701,8363173,"You will know when it is time .
You 're gonna walk in there alone ?
I am Klorel 's loyal servant .",Faithful,Faithful,Caring,Faithful
9652,0.6-550,5878511,"Serves him right . What ?
He stole my yogurt .",Furious,Furious,Disappointed,Furious
